打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,66,15,0.227,3,16,6,0,1,0.288
2打席目,67,17,0.254,2,10,4,1,1,0.292
3打席目,66,11,0.167,0,15,1,4,0,0.179
4打席目,43,13,0.302,0,16,5,3,1,0.367
5打席目以上,9,0,0.0,0,5,1,0,0,0.1
