左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
34.2% (67),34.2% (67),34.2% (67),22.4% (44),22.4% (44),22.4% (44),43.4% (85),43.4% (85),43.4% (85)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
42.6% (23),0.0% (0),32.1% (44),25.9% (14),40.0% (2),20.4% (28),31.5% (17),60.0% (3),47.4% (65)
