条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.313,18,16,5,1,0,2,3,2,0,0,0
対左打者,0.214,17,14,3,2,0,0,5,3,0,0,0
