防御率3.70,試合20,先発20,救援0,連投(試)0,連投(日)0,勝利4,敗戦8,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.333,107.0,453,1692,15.8,115,15,100,19,1,2,0,0,48,44,1.25,50.0%
