種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,6.33,5,5,0,1,1,0,0,0,0,0,0,21.1,30,7,15,4,0,15,15,1.59,0.33,1.64,-
Nighter,3.05,15,15,0,3,7,0,0,0,0,0,0,85.2,85,8,85,15,2,33,29,1.17,0.258,2.71,-
