球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,0.92,30,0,30,7,1,20,1,27,8,7,1,29.1,19,1,33,5,1,3,3,0.82,0.179,-,9.78
甲子園,4.50,4,0,4,1,0,3,0,4,1,1,0,4.0,4,2,4,1,0,2,2,1.25,0.235,-,2.00
横浜,0.00,5,0,5,0,0,5,0,5,0,0,0,5.0,0,0,3,1,1,0,0,0.2,0.0,-,99.00
マツダスタジアム,3.00,3,0,3,0,0,3,0,3,0,0,0,3.0,5,0,1,0,0,1,1,1.67,0.357,-,3.00
神宮,4.76,6,0,6,0,1,5,0,5,0,0,1,5.2,7,0,6,1,0,3,3,1.41,0.333,-,1.89
バンテリンドーム,5.40,6,0,6,0,1,4,0,4,0,0,1,5.0,5,0,7,2,0,3,3,1.4,0.263,-,1.67
Ce その他,0.00,2,0,2,0,0,2,0,2,0,0,0,2.0,1,0,2,2,1,0,0,1.5,0.167,-,99.00
みずほPayPay,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,2,0,2,1,0,0,0,1.5,0.25,-,99.00
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,13.50,1,0,1,0,1,0,0,0,0,0,1,0.2,1,0,0,1,1,1,1,3.0,0.333,-,0.67
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,3.00,3,0,3,0,0,3,0,3,0,0,0,3.0,3,1,2,0,0,1,1,1.0,0.25,-,3.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
