左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
32.9% (109),32.9% (109),32.9% (109),23.6% (78),23.6% (78),23.6% (78),43.5% (144),43.5% (144),43.5% (144)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.3% (41),0.0% (0),33.7% (68),35.0% (43),50.0% (3),15.8% (32),31.7% (39),50.0% (3),50.5% (102)
