打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,108,33,0.306,3,26,10,0,2,0.358
2打席目,99,32,0.323,0,18,21,0,0,0.442
3打席目,105,31,0.295,1,31,12,1,1,0.364
4打席目,92,25,0.272,1,20,17,2,0,0.385
5打席目以上,26,7,0.269,1,9,5,0,0,0.387
