条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.276,343,293,81,14,1,3,69,40,4,3,3
対左投手,0.322,174,149,48,3,0,3,40,22,2,1,0
