球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
みずほPayPay,.282,61,244,206,24,58,10,0,3,77,25,57,30,1,4,3,1,0,0,1,.382,.374,0.756
エスコンＦ,.182,10,35,33,6,6,0,0,1,9,1,5,2,0,0,0,0,0,0,0,.229,.273,0.501
ZOZOマリン,.162,12,44,37,6,6,0,0,0,6,1,12,7,0,0,0,0,0,0,0,.295,.162,0.458
楽天モバイル,.366,11,47,41,4,15,1,0,2,22,6,9,4,0,1,0,1,2,1,1,.426,.537,0.962
京セラD大阪,.390,13,51,41,6,16,4,0,0,20,6,10,9,0,0,0,1,0,1,0,.490,.488,0.978
ベルーナドーム,.290,10,37,31,3,9,1,0,0,10,7,8,6,0,0,0,0,0,0,0,.405,.323,0.728
Pa その他,.357,4,16,14,2,5,1,0,0,6,2,0,1,0,1,0,0,0,0,0,.438,.429,0.866
東京ドーム,.000,1,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,0.0
甲子園,.250,3,12,12,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,.250,.250,0.5
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.333,3,14,12,2,4,0,0,0,4,0,3,2,0,0,0,0,0,0,0,.429,.333,0.762
神宮,.583,3,13,12,1,7,0,1,0,9,2,2,1,0,0,0,0,0,0,0,.615,.750,1.365
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
