種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,6.75,11,0,11,0,1,3,0,3,0,0,1,9.1,11,0,1,9,1,7,7,2.14,0.297,-,1.33
Visitor,1.0,9,0,9,0,0,3,0,3,0,0,0,9.0,5,0,9,6,0,1,1,1.22,0.172,-,9.0
