球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,145,61.2%,146.8,7,24,41,48,49.7%,9.6%,.281,32,9,1,7,6,1
ツーシーム,51,21.5%,136.1,3,2,11,24,31.4%,12.0%,.333,12,4,0,1,0,0
縦スライダー,23,9.7%,110.1,2,6,3,9,47.8%,25.0%,.200,5,1,1,2,0,0
カットボール,17,7.2%,132.2,2,3,6,6,64.7%,25.0%,.000,2,0,0,2,0,1
フォーク,1,0.4%,141.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
