アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,7,19.4%,安打,14,60.9%
フライ,17,47.2%,四死球,8,34.8%
空三振,9,25.0%,失策出塁,1,4.3%
見三振,3,8.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
