条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.227,106,97,22,7,0,0,23,5,2,1,1
対左打者,0.25,87,76,19,3,0,0,12,9,0,2,0
