アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,54,40.0%,安打,41,70.7%
フライ,43,31.9%,四死球,16,27.6%
空三振,26,19.3%,失策出塁,1,1.7%
見三振,9,6.7%,野選,0,0.0%
犠打,3,2.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
