条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,.250,36,36,9,1,0,0,8,0,0,0,0,0.25
1塁,.286,16,14,4,1,0,1,1,1,0,1,0,0.333
2塁,.500,4,4,2,1,0,0,0,0,0,0,0,0.5
3塁,.000,1,1,0,0,0,0,0,0,0,0,0,0.0
1・2塁,1.000,2,2,2,1,0,0,0,0,0,0,0,1.0
1・3塁,-,1,0,0,0,0,0,0,0,0,0,1,0.0
2・3塁,1.000,1,1,1,0,0,0,0,0,0,0,0,1.0
満塁,.000,2,2,0,0,0,0,0,0,0,0,0,0.0
得点圏,.500,11,10,5,2,0,0,0,0,0,0,1,0.455
