条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.2,35,30,6,0,0,0,10,5,0,0,0,0.314
1塁,0.267,17,15,4,2,0,0,4,2,0,0,0,0.353
2塁,0.0,3,2,0,0,0,0,0,1,0,0,0,0.333
3塁,0.0,2,1,0,0,0,0,1,1,0,0,0,0.5
1・2塁,0.25,7,4,1,0,0,0,0,3,0,0,0,0.571
1・3塁,0.0,2,2,0,0,0,0,1,0,0,0,0,0.0
2・3塁,0.5,2,2,1,0,0,0,0,0,0,0,0,0.5
満塁,0.0,4,2,0,0,0,0,0,1,1,0,0,0.5
得点圏,0.154,20,13,2,0,0,0,2,6,1,0,0,0.45
