球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,2.25,9,0,9,0,1,0,0,0,0,0,1,8.0,5,0,8,6,0,3,2,1.38,0.185,-,2.67
東京ドーム,0.00,2,0,2,0,0,1,0,1,0,0,0,1.1,0,0,3,0,0,0,0,0.0,0.0,-,99.00
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,5.40,2,0,2,0,0,0,0,0,0,0,0,1.2,2,0,2,3,0,1,1,3.0,0.333,-,1.67
神宮,0.00,1,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,1,1,0,0,3.0,0.0,-,99.00
バンテリンドーム,18.00,1,0,1,0,1,0,0,0,0,0,1,1.0,2,0,1,1,0,2,2,3.0,0.4,-,0.50
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,4.50,1,0,1,0,0,0,0,0,0,0,0,2.0,2,0,0,2,0,1,1,2.0,0.25,-,2.00
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,0.00,2,0,2,0,0,0,0,0,0,0,0,2.0,1,0,2,0,0,0,0,0.5,0.143,-,99.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
