種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.8,11,0,11,0,1,0,0,0,0,0,1,10.0,6,0,10,6,0,3,2,1.2,0.176,-,3.33
Visitor,5.68,7,0,7,0,1,1,0,1,0,0,1,6.1,6,0,6,7,1,4,4,2.05,0.25,-,1.58
