HQS率-,SQS率-,被打率.207,被BABIP.286,被出塁率.361,被長打率.241,K/BB1.23,K/98.82,BB/97.16,HR/90.00,GO/AO1.50,援護率-,IPR2.33,NHB%38.9%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
3.38,73.1%,-1.07,-0.13,-0.61,59,6.0,0,0,16.1,7,7,13,
