球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ツーシーム,269,26.0%,147.4,18,47,38,85,38.3%,13.1%,0.325,83,27,0,7,4,1
ストレート,201,19.4%,146.8,8,40,26,85,36.8%,10.5%,0.452,42,19,0,4,9,1
カットボール,196,18.9%,140.8,25,33,32,77,45.9%,29.1%,0.314,35,11,0,6,5,0
スライダー,125,12.1%,129.2,17,30,13,43,48.0%,32.7%,0.31,29,9,1,8,3,2
ナックルカーブ,125,12.1%,128.3,8,36,9,49,42.4%,20.0%,0.16,25,4,0,2,2,0
チェンジアップ,120,11.6%,139.5,9,9,24,39,35.0%,12.5%,0.25,40,10,0,3,0,0
