条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.325,140,117,38,8,0,1,19,15,1,4,3
対左打者,0.307,153,137,42,8,1,0,11,8,3,3,2
