アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,83,44.9%,安打,80,74.1%
フライ,65,35.1%,四死球,27,25.0%
空三振,26,14.1%,失策出塁,1,0.9%
見三振,4,2.2%,野選,0,0.0%
犠打,7,3.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
