チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,4.97,3,3,0,0,2,0,0,0,0,0,0,12.2,14,0,4,3,2,9,7,1.34,0.304,0.64,-
日本ハム,4.82,2,2,0,0,1,0,0,0,0,0,0,9.1,12,0,6,4,0,5,5,1.71,0.324,1.0,-
ロッテ,0.0,1,1,0,0,0,0,0,0,0,0,0,2.0,2,0,2,0,0,0,0,1.0,0.25,0.0,-
オリックス,10.8,2,2,0,0,1,0,0,0,0,0,0,6.2,16,0,2,5,0,9,8,3.15,0.471,4.5,-
西武,2.08,3,3,0,2,0,0,0,0,0,0,0,17.1,15,1,10,5,2,4,4,1.15,0.234,4.74,-
