条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.289,311,277,80,11,4,2,52,27,4,3,0
対左投手,0.235,141,132,31,1,2,2,28,6,2,1,0
