打率.271,試合107,打席452,打数409,得点38,安打111,内安11,内安率9.9,２Ｂ12,３Ｂ6,本塁4,HR勝敗3-1-0,塁打147,打点24,三振80
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
33,2,6,4,0,15,6,71.4,3,0,3,.280,.335,.359,.694
