打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,98,26,0.265,0,19,3,0,0,0.287
2打席目,88,24,0.273,1,20,13,0,0,0.366
3打席目,91,22,0.242,1,14,7,1,0,0.296
4打席目,82,27,0.329,1,14,10,2,0,0.402
5打席目以上,41,10,0.244,1,9,6,1,0,0.34
