月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.327,17,59,52,8,17,4,1,0,23,5,5,5,1,0,2,0,0,0,1,.386,.442,0.828
5月,.263,21,88,80,5,21,1,0,1,25,5,21,4,0,4,0,0,2,2,0,.330,.313,0.642
6月,.262,22,95,84,7,22,1,2,2,33,5,18,10,0,0,1,0,5,1,1,.340,.393,0.733
7月,.261,21,97,88,7,23,1,1,0,26,6,12,8,1,1,0,0,4,1,1,.330,.295,0.625
8月,.278,23,105,97,10,27,4,2,1,38,3,21,6,0,1,1,0,4,2,0,.327,.392,0.719
9月,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
10月,.143,2,7,7,1,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,.143,.286,0.429
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
