種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,0.0,3,0,3,0,0,1,0,1,0,0,0,2.2,1,0,0,1,0,0,0,0.75,0.111,-,99.0
Nighter,2.7,7,0,7,1,0,2,0,3,1,1,0,6.2,6,1,2,2,0,2,2,1.2,0.24,-,3.33
