球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
楽天モバイル,.132,52,110,91,5,12,1,1,0,15,3,18,10,0,0,8,1,0,0,0,.216,.165,0.381
みずほPayPay,.091,9,13,11,2,1,0,0,1,4,2,4,0,0,1,1,0,0,0,0,.167,.364,0.53
エスコンＦ,.167,7,15,12,0,2,1,0,0,3,1,6,1,0,1,1,0,0,0,0,.286,.250,0.536
ZOZOマリン,.308,9,16,13,3,4,0,0,0,4,1,2,3,0,0,0,0,0,0,0,.438,.308,0.745
京セラD大阪,.150,11,24,20,1,3,1,1,0,6,0,3,1,0,2,1,0,0,0,0,.261,.300,0.561
ベルーナドーム,.250,7,16,12,2,3,2,0,0,5,2,2,3,0,1,0,0,0,0,0,.438,.417,0.854
Pa その他,.333,6,9,6,1,2,2,0,0,4,0,0,1,0,0,2,0,0,0,0,.429,.667,1.095
東京ドーム,.286,5,9,7,0,2,0,0,0,2,0,3,1,0,0,1,0,0,0,0,.375,.286,0.661
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.333,3,11,9,0,3,0,0,0,3,3,4,2,0,0,0,0,0,0,0,.455,.333,0.788
神宮,.143,2,8,7,0,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,.250,.143,0.393
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
