条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.344,33,32,11,1,0,0,0,0,1,0,0,0.364
1-0より,.333,12,12,4,0,0,0,0,0,0,0,0,0.333
2-0より,.200,5,5,1,0,0,0,0,0,0,0,0,0.2
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.467,16,15,7,3,0,0,0,0,1,0,0,0.5
1-1より,.267,15,15,4,0,0,0,0,0,0,0,0,0.267
2-1より,.182,11,11,2,1,0,0,0,0,0,0,0,0.182
3-1より,.600,8,5,3,0,0,2,0,3,0,0,0,0.75
0-2より,.214,14,14,3,0,0,0,9,0,0,0,0,0.214
1-2より,.219,33,32,7,1,0,0,14,0,1,0,0,0.242
2-2より,.190,42,42,8,3,0,1,23,0,0,0,0,0.19
3-2より,.276,50,29,8,2,0,0,19,21,0,0,0,0.58
