左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
42.2% (62),42.2% (62),42.2% (62),21.1% (31),21.1% (31),21.1% (31),36.7% (54),36.7% (54),36.7% (54)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
41.8% (23),66.7% (2),41.6% (37),30.9% (17),0.0% (0),15.7% (14),27.3% (15),33.3% (1),42.7% (38)
