球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,3.83,8,8,0,3,3,0,0,0,0,0,0,42.1,48,10,43,6,0,22,18,1.28,0.277,2.79,-
甲子園,2.60,3,3,0,1,1,0,0,0,0,0,0,17.1,16,0,21,3,0,5,5,1.1,0.239,3.15,-
横浜,3.00,1,1,0,0,0,0,0,0,0,0,0,6.0,6,0,5,1,0,2,2,1.17,0.261,1.29,-
マツダスタジアム,3.00,1,1,0,0,1,0,0,0,0,0,0,6.0,6,0,6,3,0,2,2,1.5,0.273,0.00,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,6.08,3,3,0,0,1,0,0,0,0,0,0,13.1,20,3,10,2,0,9,9,1.65,0.351,3.38,-
Ce その他,1.32,2,2,0,0,1,0,0,0,0,0,0,13.2,10,0,11,2,0,2,2,0.88,0.217,1.38,-
みずほPayPay,6.75,1,1,0,0,0,0,0,0,0,0,0,1.1,4,0,2,0,1,1,1,3.0,0.571,0.00,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,6.43,1,1,0,0,1,0,0,0,0,0,0,7.0,5,2,2,2,1,5,5,1.0,0.192,3.38,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
