チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,6.75,1,1,0,0,0,0,0,0,0,0,0,1.1,4,0,2,0,1,1,1,3.0,0.571,0.00,-
日本ハム,7.20,1,1,0,0,1,0,0,0,0,0,0,5.0,8,3,7,0,0,4,4,1.6,0.348,1.80,-
ロッテ,6.43,1,1,0,0,1,0,0,0,0,0,0,7.0,5,2,2,2,1,5,5,1.0,0.192,3.38,-
楽天,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
オリックス,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
西武,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
