防御率2.14,試合41,先発5,救援36,連投(試)0,連投(日)0,勝利5,敗戦4,HLD3,Ｓ0,ＨＰ7,ＳＰ4,救勝4,救敗2,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.556,59.0,247,979,16.6,54,2,46,19,2,1,1,0,16,14,1.24,0.0%
