球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,45,54.9%,146.3,3,8,7,18,40.0%,15.8%,.200,10,2,0,1,1,0
スライダー,18,22.0%,129.1,2,1,3,9,33.3%,25.0%,.333,3,1,0,0,1,0
カーブ,11,13.4%,122.9,0,2,6,1,72.7%,0.0%,.500,2,1,0,0,0,0
スローカーブ,8,9.8%,104.4,0,3,0,5,37.5%,-%,-,0,0,0,0,0,0
