条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.192,57,52,10,3,0,2,12,2,2,1,0
対左投手,0.174,26,23,4,1,0,0,5,2,0,0,1
