アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,32,29.6%,安打,34,68.0%
フライ,32,29.6%,四死球,15,30.0%
空三振,37,34.3%,失策出塁,1,2.0%
見三振,5,4.6%,野選,0,0.0%
犠打,2,1.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
