チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.25,11,28,24,1,6,3,0,0,9,3,6,4,1,0,0,0,0,1,0,0.357,0.375,0.732
阪神,0.267,12,32,30,2,8,1,0,0,9,2,9,1,0,0,1,0,1,1,1,0.29,0.3,0.59
広島,0.273,9,13,11,3,3,0,0,1,6,4,3,1,0,1,0,0,0,0,0,0.385,0.545,0.93
ヤクルト,0.27,16,39,37,2,10,2,0,0,12,3,13,2,1,0,0,0,1,0,1,0.308,0.324,0.632
中日,0.19,12,27,21,5,4,1,0,1,8,2,6,5,0,0,1,0,1,0,0,0.346,0.381,0.727
