条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.385,16,13,5,2,0,1,0,2,0,1,0,0.467
1-0より,.111,9,9,1,0,0,0,0,0,0,0,0,0.111
2-0より,.500,2,2,1,1,0,0,0,0,0,0,0,0.5
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.538,15,13,7,2,0,0,0,0,1,1,0,0.571
1-1より,.556,9,9,5,1,0,0,0,0,0,0,0,0.556
2-1より,1.000,1,1,1,1,0,0,0,0,0,0,0,1.0
3-1より,.500,4,2,1,0,0,1,0,2,0,0,0,0.75
0-2より,.267,15,15,4,0,0,0,4,0,0,0,0,0.267
1-2より,.135,37,37,5,2,0,0,18,0,0,0,0,0.135
2-2より,.125,24,24,3,0,0,0,12,0,0,0,0,0.125
3-2より,.063,23,16,1,0,0,0,8,7,0,0,0,0.348
