条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.087,24,23,2,0,0,1,1,5,1,0,0,0,.125
1塁,.500,2,2,1,0,0,0,0,0,0,0,0,0,.500
2塁,1.000,1,1,1,0,0,0,1,0,0,0,0,0,1.000
3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,.000,1,1,0,0,0,0,0,0,0,0,0,0,.000
1・3塁,.000,2,1,0,0,0,0,1,1,0,0,0,1,.000
2・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
満塁,1.000,1,1,1,0,0,1,4,0,0,0,0,0,1.000
得点圏,.500,5,4,2,0,0,1,6,1,0,0,0,1,.400
