種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.94,9,9,0,6,1,0,0,0,0,0,0,55.2,29,5,34,16,4,14,12,0.81,0.149,4.89,-
Nighter,1.48,15,15,0,7,4,0,0,0,0,0,0,91.0,78,6,63,19,1,22,15,1.07,0.226,3.73,-
