防御率1.66,試合24,先発24,救援0,連投(試)0,連投(日)0,勝利13,敗戦5,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.722,146.2,586,2284,15.6,107,11,97,35,1,5,0,0,36,27,0.97,70.8%
