アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,141,32.8%,安打,107,68.6%
フライ,186,43.3%,四死球,40,25.6%
空三振,76,17.7%,失策出塁,9,5.8%
見三振,21,4.9%,野選,0,0.0%
犠打,6,1.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
