条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.235,305,281,66,12,1,7,56,15,2,5,2
対左打者,0.28,249,225,63,10,1,7,45,17,2,5,0
