条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.286,64,56,16,0,1,4,0,1,1,6,0,0.31
1-0より,0.361,37,36,13,0,0,1,0,0,0,1,0,0.361
2-0より,0.4,10,10,4,0,1,0,0,0,0,0,0,0.4
3-0より,0.333,7,3,1,1,0,0,0,3,0,0,1,0.571
0-1より,0.326,47,46,15,5,0,1,0,0,0,1,0,0.326
1-1より,0.319,72,69,22,5,0,4,0,0,0,2,1,0.314
2-1より,0.381,21,21,8,2,0,1,0,0,0,0,0,0.381
3-1より,0.571,18,7,4,0,0,0,0,11,0,0,0,0.833
0-2より,0.108,37,37,4,1,0,1,23,0,0,0,0,0.108
1-2より,0.107,85,84,9,1,0,0,31,0,1,0,0,0.118
2-2より,0.247,90,89,22,5,0,1,32,0,1,0,0,0.256
3-2より,0.229,66,48,11,2,0,1,15,17,1,0,0,0.439
