球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
バンテリンドーム,.208,25,84,72,4,15,1,1,0,18,5,20,4,0,1,5,2,1,0,1,.253,.250,0.503
東京ドーム,.000,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
甲子園,.286,2,8,7,1,2,1,0,0,3,0,2,0,0,1,0,0,0,0,0,.375,.429,0.804
横浜,.000,4,15,14,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,.067,.000,0.067
マツダスタジアム,.200,2,8,5,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,.429,.200,0.629
神宮,.200,8,30,25,1,5,1,0,1,9,3,6,4,0,0,1,0,0,1,1,.310,.360,0.67
Ce その他,.000,2,10,8,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,.000,.000,0.0
みずほPayPay,.250,3,8,8,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,.250,.250,0.5
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.167,2,7,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.286,.167,0.452
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,.286,3,10,7,1,2,0,0,1,5,1,1,2,0,0,1,0,0,1,1,.444,.714,1.159
Pa その他,.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
