左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.4% (43),36.4% (43),36.4% (43),14.4% (17),14.4% (17),14.4% (17),49.2% (58),49.2% (58),49.2% (58)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
34.6% (9),0.0% (0),37.8% (34),19.2% (5),0.0% (0),13.3% (12),46.2% (12),100.0% (2),48.9% (44)
