アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,47,33.3%,安打,28,59.6%
フライ,46,32.6%,四死球,16,34.0%
空三振,33,23.4%,失策出塁,1,2.1%
見三振,6,4.3%,野選,2,4.3%
犠打,9,6.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
