打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,46,10,0.217,1,9,3,1,0,0.265
2打席目,44,9,0.205,1,8,4,0,1,0.265
3打席目,35,6,0.171,0,13,5,5,0,0.275
4打席目,25,3,0.12,0,7,2,2,1,0.179
5打席目以上,3,0,0.0,0,1,2,1,1,0.333
