条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.178,139,118,21,3,0,2,31,11,2,6,2
対左投手,0.175,47,40,7,0,1,0,8,2,1,3,1
