球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,498,67.7%,150.6,47,105,120,135,54.6%,18.2%,0.184,125,23,1,38,7,1
フォーク,99,13.5%,135.6,12,6,12,52,30.3%,29.3%,0.16,25,4,1,8,1,0
カットボール,71,9.6%,134.5,6,15,18,18,54.9%,15.8%,0.4,15,6,0,1,0,1
スライダー,68,9.2%,130.9,3,22,11,21,52.9%,12.0%,0.333,12,4,0,1,0,0
