条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.278,21,18,5,0,0,1,0,0,0,3,0,0.278
1-0より,.125,18,16,2,0,0,0,0,0,0,2,0,0.125
2-0より,.200,5,5,1,0,0,0,0,0,0,0,0,0.2
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.444,18,18,8,0,0,2,0,0,0,0,0,0.444
1-1より,.143,15,14,2,1,0,0,0,0,0,1,0,0.143
2-1より,.400,11,10,4,0,0,0,0,0,1,0,0,0.455
3-1より,.000,7,1,0,0,0,0,0,6,0,0,0,0.857
0-2より,.375,17,16,6,0,0,0,5,0,0,0,1,0.353
1-2より,.103,29,29,3,0,0,0,14,0,0,0,0,0.103
2-2より,.455,22,22,10,2,0,0,3,0,0,0,0,0.455
3-2より,.185,37,27,5,0,0,0,9,10,0,0,0,0.405
