条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.271,96,85,23,0,0,1,17,7,0,3,1
対左打者,0.253,105,91,23,3,0,2,14,10,1,3,0
