条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,.301,100,93,28,1,0,1,18,6,1,0,0,0.35
1塁,.162,46,37,6,0,0,0,7,5,0,4,0,0.262
2塁,.267,15,15,4,1,0,1,2,0,0,0,0,0.267
3塁,.250,4,4,1,1,0,0,0,0,0,0,0,0.25
1・2塁,.308,18,13,4,0,0,0,3,3,0,2,0,0.438
1・3塁,-,1,0,0,0,0,0,0,1,0,0,0,1.0
2・3塁,.000,4,2,0,0,0,0,0,1,0,0,1,0.25
満塁,.250,13,12,3,0,0,1,1,1,0,0,0,0.308
得点圏,.261,55,46,12,2,0,2,6,6,0,2,1,0.34
