アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,64,46.7%,安打,46,71.9%
フライ,36,26.3%,四死球,18,28.1%
空三振,25,18.2%,失策出塁,0,0.0%
見三振,6,4.4%,野選,0,0.0%
犠打,6,4.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
