球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,223,28.1%,143.0,12,49,35,72,43.0%,11.8%,0.295,61,18,0,10,1,1
ツーシーム,179,22.5%,137.1,22,24,38,61,46.9%,23.4%,0.27,37,10,2,5,7,0
カットボール,177,22.3%,135.9,22,32,31,57,48.0%,25.0%,0.225,40,9,1,6,3,0
シュート,122,15.4%,141.2,9,16,25,58,41.0%,18.8%,0.25,16,4,0,2,5,0
フォーク,67,8.4%,130.4,12,1,12,29,37.3%,32.4%,0.238,21,5,0,8,0,0
カーブ,26,3.3%,114.8,0,8,1,16,34.6%,0.0%,0.0,1,0,0,0,1,0
