打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,38,7,0.184,0,7,2,0,0,0.225
2打席目,38,6,0.158,0,9,2,0,0,0.2
3打席目,32,7,0.219,0,6,5,0,1,0.316
4打席目,25,5,0.2,0,7,3,0,0,0.286
5打席目以上,10,4,0.4,0,1,1,0,0,0.455
