条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.2,119,105,21,7,0,0,20,12,0,1,1
対左投手,0.236,60,55,13,2,0,0,12,5,0,0,0
