打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.2,27,56,45,8,9,1,0,0,10,2,8,9,3,0,1,1,9,2,2,0.327,0.222,0.549
Nighter,0.217,64,123,115,15,25,8,0,0,33,8,24,8,2,0,0,0,13,6,5,0.268,0.287,0.555
