守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.229,9,40,35,2,8,3,0,0,11,1,6,5,0,0,0,0,1,1,2,.325,.314,0.639
二塁手,.182,3,11,11,1,2,0,0,0,2,2,3,0,0,0,0,0,0,0,0,.182,.182,0.364
三塁手,.167,24,87,78,5,13,3,0,0,16,4,17,8,3,0,0,1,4,1,5,.241,.205,0.447
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,.316,4,19,19,2,6,2,0,0,8,1,4,0,0,0,0,0,3,0,0,.316,.421,0.737
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.294,51,22,17,13,5,1,0,0,6,2,2,4,2,0,1,0,14,6,0,.429,.353,0.782
