球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,289,41.6%,146.3,30,48,64,96,49.1%,20.7%,.136,66,9,0,16,5,0
スライダー,90,12.9%,129.2,12,18,21,26,56.7%,26.1%,.471,17,8,0,4,1,0
カットボール,76,10.9%,136.6,4,12,20,23,47.4%,9.8%,.278,18,5,0,1,2,0
フォーク,69,9.9%,135.4,14,4,13,23,44.9%,33.3%,.278,18,5,0,3,1,0
カーブ,52,7.5%,116.5,4,10,16,13,57.7%,13.8%,.111,9,1,0,0,0,0
チェンジアップ,51,7.3%,129.5,11,7,8,20,51.0%,45.8%,.000,10,0,0,5,2,0
シュート,15,2.2%,142.5,0,0,4,6,26.7%,0.0%,.000,5,0,0,0,1,0
ツーシーム,15,2.2%,141.4,2,1,1,6,26.7%,25.0%,.600,5,3,0,0,0,0
シンカー,14,2.0%,133.9,2,1,2,4,35.7%,22.2%,.250,4,1,0,0,0,0
スプリット,13,1.9%,137.0,2,2,4,3,61.5%,25.0%,.500,4,2,0,2,0,0
ナックルカーブ,8,1.2%,119.5,2,1,2,1,62.5%,33.3%,.000,3,0,0,1,0,0
パーム,2,0.3%,112.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
スローカーブ,1,0.1%,-,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
