アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,60,29.3%,安打,61,75.3%
フライ,80,39.0%,四死球,16,19.8%
空三振,52,25.4%,失策出塁,4,4.9%
見三振,10,4.9%,野選,0,0.0%
犠打,3,1.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
