月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.182,6,13,11,0,2,0,0,0,2,0,5,2,0,0,0,0,0,0,0,.308,.182,0.49
5月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
6月,.333,4,7,6,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,.429,.333,0.762
7月,.333,15,34,30,1,10,1,0,1,14,1,5,4,0,0,0,0,0,2,0,.412,.467,0.878
8月,.286,6,7,7,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,.286,.286,0.571
9月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
10月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
